4,brave,png,327,10,1822,211
10,brave,jpeg,224,8,224,108
16,brave,avif,261,8,245,94
22,brave,webp,197,7,189,91
28,brave,png,235,9,1643,113
34,brave,jpeg,300,9,243,209
40,brave,avif,301,8,159,212
46,brave,webp,195,8,178,89
52,brave,png,234,9,1935,89
58,brave,jpeg,234,8,276,101
64,brave,avif,268,8,263,110
70,brave,webp,242,8,263,74
76,brave,png,385,24,2065,302
82,brave,jpeg,303,9,268,211
88,brave,avif,270,11,200,192
94,brave,webp,305,11,216,214
100,brave,png,220,10,2815,125
106,brave,jpeg,206,7,330,110
112,brave,avif,441,9,292,307
118,brave,webp,277,10,419,80
124,brave,png,244,7,1470,76
130,brave,jpeg,282,10,223,168
136,brave,avif,193,8,217,81
142,brave,webp,200,8,211,95
148,brave,png,289,9,1957,147
154,brave,jpeg,229,8,239,102
160,brave,avif,244,9,232,88
166,brave,webp,237,9,158,102
172,brave,png,211,8,1805,95
178,brave,jpeg,263,12,218,169
184,brave,avif,228,9,233,106
190,brave,webp,265,8,225,99
196,brave,png,149,9,1562,37
202,brave,jpeg,277,9,219,171
208,brave,avif,393,14,163,285
214,brave,webp,276,9,164,186
220,brave,png,232,8,2061,103
226,brave,jpeg,281,9,251,187
232,brave,avif,268,7,276,105
238,brave,webp,296,7,209,209
244,brave,png,406,9,1807,308
250,brave,jpeg,227,8,247,83
256,brave,avif,228,8,190,107
262,brave,webp,238,8,160,120
268,brave,png,258,7,1706,156
274,brave,jpeg,208,8,220,94
280,brave,avif,229,9,207,96
286,brave,webp,300,8,188,180
292,brave,png,259,7,2046,99
298,brave,jpeg,253,9,218,83
304,brave,avif,268,8,139,157
310,brave,webp,229,8,140,104
316,brave,png,213,10,2011,95
322,brave,jpeg,237,9,260,91
328,brave,avif,223,10,168,124
334,brave,webp,151,9,172,49
340,brave,png,386,12,1830,290
346,brave,jpeg,215,8,210,68
352,brave,avif,206,8,198,72
358,brave,webp,214,8,180,106
364,brave,png,413,19,2435,301
370,brave,jpeg,277,8,314,103
376,brave,avif,177,9,271,39
382,brave,webp,218,10,237,94
388,brave,png,271,8,1883,113
394,brave,jpeg,227,8,231,120
400,brave,avif,267,7,181,160
406,brave,webp,223,9,232,82
412,brave,png,232,9,2192,110
418,brave,jpeg,289,8,271,185
424,brave,avif,300,8,209,209
430,brave,webp,276,7,230,184
436,brave,png,250,9,2426,112
442,brave,jpeg,268,8,327,128
448,brave,avif,201,9,268,58
454,brave,webp,247,9,280,88
460,brave,png,258,9,1811,141
466,brave,jpeg,418,23,194,294
472,brave,avif,310,8,141,196
478,brave,webp,216,8,138,126
484,brave,png,388,12,1838,284
490,brave,jpeg,322,10,185,226
496,brave,avif,322,8,168,218
502,brave,webp,296,9,144,199
508,brave,png,224,9,1585,94
514,brave,jpeg,284,10,267,83
520,brave,avif,223,7,223,64
526,brave,webp,250,7,155,107
532,brave,png,265,9,2044,124
538,brave,jpeg,290,7,213,197
544,brave,avif,279,9,168,193
550,brave,webp,475,9,192,357
556,brave,png,218,8,2040,106
562,brave,jpeg,281,8,248,173
568,brave,avif,220,7,204,98
574,brave,webp,292,7,210,109
580,brave,png,215,8,2217,84
586,brave,jpeg,208,8,285,72
592,brave,avif,390,10,158,291
598,brave,webp,283,10,268,92
604,brave,png,325,8,1907,221
610,brave,jpeg,229,8,203,119
616,brave,avif,271,9,155,185
622,brave,webp,199,9,158,83
628,brave,png,247,8,2458,111
634,brave,jpeg,221,9,250,97
640,brave,avif,226,8,199,95
646,brave,webp,169,9,242,41
652,brave,png,256,10,2286,103
658,brave,jpeg,252,9,301,105
664,brave,avif,240,9,222,127
670,brave,webp,240,9,230,84
676,brave,png,397,7,2194,319
682,brave,jpeg,322,10,273,208
688,brave,avif,271,13,263,79
694,brave,webp,195,7,234,83
